layers	total_length	gc_content	percent_completion	percent_redundancy	num_genes	avg_gene_length	num_genes_per_kb	singleton_gene_clusters	num_gene_clusters	HOT_224_25M	HOT_225_25M	HOT_226_25M	HOT_227_25M	HOT_229_25M	HOT_231_25M	HOT_232_25M	HOT_233_25M	HOT_234_25M	HOT_236_25M	HOT_237_25M	HOT_238_25M	KDe743ST	KDe747HP	KFe386HP	KFe387AR	KFe389R8	KFe393NT	KFe395NB	KFe416ST	KMa156HP	KMa157AR	KMa158CB	KMa159R8	KMa160SB	KMa161R2	KMa162ST	KMa163NT	KMa164NR	KMa165NB	KMy813ST	KMy817HP	KOc290HP	KOc291AR	KOc293R8	KOc297NT	KOc299NB	KOc321ST	KSe054HP	KSe055AR	KSe056CB	KSe057R8	KSe058SB	KSe059R2	KSe060ST	KSe061NT	KSe062NR	KSe063NB
FZCC0015	1364101	0.292235692225136	98.5915492957746	-1.0	1436	918.639275766017	1.05270797396967	63	1430	5.35798962100314	3.47245841766849	2.82411639607331	1.51130891334293	8.19859893072434	5.50232644063746	8.6972145024452	9.80050963968211	9.29178118042579	6.04319401569239	19.2339210952855	3.57963229995433	31.182919739814	11.0470690953236	0.720402668130879	0.493288253582396	1.73216865906557	5.03910927416665	2.1398635438285	6.10154599989297	0.4798339712382	0.507938195192291	0.358370091364203	0.616743188370949	0.677091359070919	1.14100128949396	3.30053932956577	3.48900338024824	1.40790747899166	0.690414419460143	41.1330297390003	21.1519924111191	1.05162301031962	1.05323066253892	1.05265152653652	1.51758410850809	0.59447577562072	1.63000027124091	0.624263892483035	0.273712137151135	0.451568468903696	1.42351116229663	0.586910353412247	2.76422127100559	3.20419529052468	2.08839374797027	0.218234573539643	0.326791051395754
HIMB122	1453515	0.292652638603661	98.5915492957746	-1.0	1510	931.758278145695	1.03886096806707	78	1498	0.106684829533923	0.0637440962081575	0.075247933457859	0.0477071100057447	0.114666859303138	0.0973261369851704	0.156870758127711	0.165871009243111	0.140727821866303	0.0913337667653929	0.283884927228133	0.05672387281865	0.448483847775909	11.5483768657358	1.85068334348115	1.8495715558491	3.57982614558501	0.0919907947286406	5.68068440986161	0.112718478997465	1.28813737732325	1.54458605518347	1.12904785984321	1.84968025785768	2.3693928167236	0.547640719222024	0.0907909447098929	0.0572742627355067	0.867234256268425	2.20951142575068	0.970761911641779	41.4187689841522	1.52992848371018	1.51993340282006	1.45540981689215	0.478092761340612	0.945150204848247	0.443851628638163	1.41021798880644	0.608519347925546	0.747302229423157	2.43470621218219	1.0413060752727	0.0742709913554384	0.0514408176042215	0.0422045868119696	0.433041970671097	0.833771237310933
HIMB1321	1320749	0.290365570261288	98.5915492957746	-1.0	1390	918.36690647482	1.05243312696054	68	1387	0.226694852693434	0.135535972391423	0.149291803363092	0.0971683491715686	0.202274618417277	0.239573908441347	0.373393430545849	0.355870040408889	0.277919574423301	0.201144956384597	0.574086370688147	0.107712366240671	0.793458863114793	22.5631372804371	3.57614732246627	2.16731036707202	5.57448311526263	0.215060545190646	6.14191644286689	0.231416415988201	2.60898323602744	2.76196991252691	1.86735405440398	4.49009993571829	5.22727331234019	1.17973513513923	0.172600547113797	0.116889734536994	1.55039678243179	3.78862751363052	1.5124804183081	47.6624763675763	4.47905923078496	3.80291183260408	4.37151949386295	1.84722683871046	2.8740714549093	1.27562617878189	2.29687397075447	1.32895652391181	0.768796342075595	2.94077072933616	1.37342825926804	0.105956544354756	0.109002543253866	0.0825206000534545	0.517905370361817	1.00489494975957
HIMB140	1437930	0.293503160793641	98.5915492957746	-1.0	1500	929.292	1.04316621810519	56	1488	0.116404136501777	0.0766261222729896	0.073565472589069	0.0452024785629342	0.131430598151509	0.112287802605134	0.191891121264596	0.199394268149354	0.162229037574847	0.101445132934148	0.326266229927743	0.0683948453679943	0.479243774036288	10.2242918639989	1.75338229260117	1.68950227062513	3.28142468687627	0.105528780955958	5.07351192338987	0.127592441913028	1.12350044856147	1.32598596593715	0.967977578880752	1.61325586085554	2.04343257321288	0.479077562885537	0.0877261062777743	0.0579019841021468	0.739044320655387	1.90762763138679	1.1008317511979	45.0493953113156	1.2491567739737	1.19293706925928	1.17508919071165	0.42767380887804	0.786539678565716	0.388473708734083	1.16104747797181	0.497970693983713	0.580537995590884	2.06207951708359	0.82395040092355	0.0718651116535576	0.0603680290417475	0.0392585174521708	0.366485155744716	0.668472039668134
HIMB1402	1177245	0.298016980322703	98.5915492957746	-1.0	1250	911.7216	1.06180106944604	24	1237	9.42308780245403	6.52162633946205	3.33435181291915	2.33572790710515	4.22966757132118	4.05554663642657	9.63569945083649	16.0848217660725	16.185015863308	4.85100552561277	12.9549830324189	1.6488853212373	17.8306248911654	0.270845066235151	0.0193587570981401	0.0336556961380172	0.0832341611134471	3.02978054695497	0.152797421097563	3.45109981354773	0.0857748387124175	0.150014652854758	0.112085419772435	0.115753305386729	0.0652863252763868	0.670597029505328	2.01601705677238	2.23795216798542	0.821600431515955	0.167999864089463	31.2612446856856	0.906648998296871	0.0881830035379212	0.0909708684258587	0.0969016644793565	3.99014988383896	0.0820950609261454	2.99238221440737	0.0405794885516609	0.032256667048915	0.0689219321381701	0.298930129242426	0.0533780139223356	5.31703511163776	6.44790251816742	4.33844017175694	0.114889424036628	0.103068605090699
HIMB1409	1313059	0.29352984138565	98.5915492957746	-1.0	1393	913.389088298636	1.06088149885116	38	1380	7.60558817235174	4.9278493959525	4.05955254105109	2.12512004411074	10.1771146612605	7.42762739526556	11.6476761516428	14.1461114847086	13.1147541732702	8.45128665200878	25.2151616949429	4.570676565181	41.4323560479765	2.58254655731388	0.191603728393012	0.156847483624117	0.548304379315781	6.12885331123735	0.845725134971087	7.63711988570201	0.257058517553286	0.365447401830382	0.248865435597334	0.317596543643507	0.246700262516764	1.40927406917739	4.39707507431121	4.7895768583133	1.71911467801523	0.453978077146571	54.7691581261771	5.65396604417623	0.303354228560941	0.343676102901697	0.341458380773446	1.8630191027212	0.188413468092447	2.01294001259654	0.16352502058171	0.0812096029195946	0.151431885391289	0.484820560233775	0.16062035293159	3.92496757571442	4.59984052506399	2.99175741531797	0.113751171881842	0.124973059093308
HIMB1412	1297477	0.292585533308105	98.5915492957746	-1.0	1356	927.75221238938	1.04510523115246	68	1352	0.328832803972633	0.219386547892564	0.224502630875152	0.14655596977827	0.275118557014884	0.310563501318328	0.511508103804538	0.516009146982952	0.400091099880769	0.750049519182228	0.812540800337887	0.159749267231712	46.4628089746485	169.314903462643	10.8686627971055	17.4338874600475	23.3716412699416	0.347796531267992	39.1071263690994	0.542025022408875	7.70646801446191	18.3542760295558	18.8399501494053	15.145219529903	9.61001312547351	8.73648396079468	1.52642397514561	0.192587614269848	23.1726265667908	24.2650952579506	23.1048650573382	172.871532982858	12.6718169185273	12.364367923285	13.1797850751882	41.0990291157377	33.1215489754346	24.1259644679636	8.195133324136	11.1411847763005	5.79435627760646	18.2045978464358	3.17357610192705	6.98549184301533	1.33011914662071	1.38086994991048	26.9315386708204	48.532420227873
HIMB1413	1348413	0.291849010651781	98.5915492957746	-1.0	1428	914.048319327731	1.05902271781717	54	1418	8.05624389560172	5.28219321528345	4.35979555225291	2.20609412694775	11.5853903811369	7.9566097330714	13.3278758065963	15.0270755324963	15.04708201419	9.40657647174864	27.8709809235004	5.05229332556123	47.3571858176983	2.62627251442993	0.188364395774885	0.15804208354562	0.534246555024314	6.38382305717907	0.881232233744409	7.84730049324651	0.280144881427278	0.402662982335531	0.288937439790331	0.356139402393777	0.266207015209732	1.55240048857435	4.86718980015767	5.09128657169576	1.89766488457172	0.495601866787105	58.065437666353	5.53382902716008	0.315344779381391	0.332130437781303	0.327734158599776	1.9739886815093	0.19432770226926	2.19765012648202	0.165426319680988	0.0755554863383845	0.149023333355582	0.510032163736185	0.176389577970548	4.52400711058111	5.38569933692422	3.47303237212931	0.11179512508408	0.128904126554698
HIMB1420	1333725	0.287766218673265	98.5915492957746	-1.0	1382	935.995658465991	1.03619561753735	70	1378	0.283430242366305	0.180322030403569	0.189979943391629	0.126262160490356	0.237621698626029	0.274899248345798	0.429506832367992	0.436992633413935	0.34331440139459	0.415551181840334	0.691417646066468	0.128321805469643	9.18120677051116	65.3849286772011	4.36300736658607	5.68750229620049	8.11292657781777	0.280588577105475	13.1599842546252	0.36379013664736	3.32978837466494	6.16933250857561	5.4203685167482	6.04527095165795	5.10974151343043	2.44685073759583	0.465530000562335	0.155867963785638	5.67773116646985	8.32729010853062	14.5280173948903	138.045330934038	4.97026823370635	4.66383474854262	4.84273744587527	11.1920860747156	9.02152017844758	6.38673714596337	5.38437908864271	6.48263472604922	3.54570244990534	10.9180318281505	2.23181540422501	3.40330427936794	0.704795216405181	0.654846388873269	10.6805443401001	19.5449856604622
HIMB1427	1383662	0.288712127672799	98.5915492957746	-1.0	1453	924.161046111493	1.05011194930554	69	1360	0.252421472874156	0.159413932015189	0.16762041596864	0.100331583869471	0.21417369270819	0.236283138512151	0.400018935260201	0.400254541932929	0.309506946060526	0.305818906640495	0.598837721929199	0.114916793263095	6.35108285115874	50.5330832240822	3.7007361624443	4.20579664686896	6.62126805534878	0.226225046290207	9.96801675553712	0.282255348488287	2.36455218109625	3.74199117992689	3.2317603576596	4.28980271193398	3.8815729564012	1.53193771311202	0.29470853430968	0.133989370236373	3.26622903570381	5.20810573680567	7.88605815582129	94.4707768226633	4.46213164775791	4.14215971819707	4.3350334113389	7.09825665516578	6.59819594669796	4.18067273654982	4.20687422217276	3.66528097179803	2.18903532799195	6.97681297889224	1.82968745257151	2.06602551779264	0.428689231907793	0.319850512625193	4.76475324175991	9.39276644151534
