key	FZCC0015	HIMB122	HIMB1321	HIMB140	HIMB1402	HIMB1409	HIMB1412	HIMB1413	HIMB1420	HIMB1427	HIMB1430	HIMB1436	HIMB1437	HIMB1444	HIMB1456	HIMB1483	HIMB1485	HIMB1488	HIMB1490	HIMB1491	HIMB1493	HIMB1494	HIMB1495	HIMB1505	HIMB1506	HIMB1507	HIMB1509	HIMB1513	HIMB1518	HIMB1520	HIMB1521	HIMB1526	HIMB1527	HIMB1542	HIMB1549	HIMB1552	HIMB1556	HIMB1559	HIMB1564	HIMB1573	HIMB1577	HIMB1587	HIMB1593	HIMB1597	HIMB1611	HIMB1623	HIMB1631	HIMB1636	HIMB1641	HIMB1662	HIMB1685	HIMB1695	HIMB1701	HIMB1702	HIMB1709	HIMB1710	HIMB1715	HIMB1723	HIMB1746	HIMB1748	HIMB1758	HIMB1765	HIMB1770	HIMB1782	HIMB1863	HIMB2104	HIMB2187	HIMB2200	HIMB2201	HIMB2204	HIMB2211	HIMB2215	HIMB2226	HIMB2250	HIMB2305	HIMB4	HIMB5	HIMB83	HTCC1002	HTCC1013	HTCC1016	HTCC1040	HTCC1062	HTCC7211	HTCC7214	HTCC7217	HTCC8051	HTCC9022	HTCC9565	NP1	RS39	RS40
FZCC0015	1.0	0.827842	0.7970950000000001	0.8275100000000001	0.791195	0.910548	0.7952750000000001	0.9043040000000001	0.791075	0.79267	0.824975	0.7889050000000001	0.790663	0.896723	0.9162640000000001	0.799632	0.829555	0.826663	0.830402	0.8295999999999999	0.8274779999999999	0.827017	0.826855	0.793466	0.8253539999999999	0.827341	0.826393	0.827566	0.8256619999999999	0.7939499999999999	0.827217	0.8260559999999999	0.7981900000000001	0.8279770000000001	0.7968139999999999	0.825683	0.826447	0.8260970000000001	0.7927970000000001	0.825674	0.8267700000000001	0.827608	0.827272	0.8257460000000001	0.82465	0.8262149999999999	0.827028	0.82597	0.8263729999999999	0.8271769999999999	0.825106	0.826234	0.828053	0.826297	0.8280759999999999	0.826173	0.8288880000000001	0.8259730000000001	0.8274750000000001	0.8254670000000001	0.82589	0.826898	0.827114	0.8263370000000001	0.7946469999999999	0.789169	0.792345	0.7912560000000001	0.89967	0.789243	0.8284940000000001	0.7900449999999999	0.790562	0.9142950000000001	0.781417	0.794813	0.794282	0.931247	0.7871299999999999	0.793034	0.7902790000000001	0.792381	0.791984	0.809979	0.8112900000000001	0.8090649999999999	0.809073	0.808648	0.7917770000000001	0.7918259999999999	0.7912649999999999	0.7836700000000001
HIMB122	0.8261069999999999	1.0	0.798288	0.9476439999999999	0.7901009999999999	0.822469	0.79618	0.822216	0.798333	0.798006	0.951519	0.791363	0.791878	0.817239	0.8222069999999999	0.797111	0.9438580000000001	0.949184	0.9490919999999999	0.949189	0.9520770000000001	0.945958	0.9456789999999999	0.79887	0.94841	0.951186	0.9451890000000001	0.954898	0.950601	0.7956570000000001	0.9555119999999999	0.9521689999999999	0.797335	0.9516450000000001	0.799346	0.951009	0.951796	0.948285	0.79727	0.948436	0.9496850000000001	0.94923	0.9513429999999999	0.9467260000000001	0.9502280000000001	0.9134950000000001	0.9492929999999999	0.951009	0.952709	0.951266	0.942614	0.9426680000000001	0.948189	0.951033	0.915566	0.951198	0.9513750000000001	0.952736	0.951519	0.951619	0.9523229999999999	0.951113	0.950998	0.9461750000000001	0.790266	0.7916719999999999	0.792697	0.792748	0.819499	0.7910250000000001	0.942292	0.7903100000000001	0.790968	0.819836	0.7794629999999999	0.79821	0.7955580000000001	0.828801	0.78754	0.787244	0.786589	0.7872499999999999	0.7885080000000001	0.8047289999999999	0.806532	0.8063670000000001	0.807396	0.806289	0.787967	0.78762	0.791356	0.7800539999999999
HIMB1321	0.796574	0.798539	1.0	0.7975239999999999	0.788404	0.796259	0.7964230000000001	0.7956529999999999	0.795734	0.7957569999999999	0.802132	0.787314	0.787885	0.7898139999999999	0.795441	0.79645	0.796642	0.796862	0.798766	0.7983549999999999	0.8001349999999999	0.798884	0.799483	0.953632	0.79565	0.798638	0.797732	0.7978400000000001	0.7998489999999999	0.795307	0.7985519999999999	0.798208	0.953755	0.7974079999999999	0.954276	0.799223	0.800029	0.797385	0.7950050000000001	0.7976009999999999	0.797462	0.798741	0.798763	0.798292	0.800106	0.795681	0.7978799999999999	0.798711	0.799392	0.798958	0.7952020000000001	0.796642	0.7995680000000001	0.799245	0.7980809999999999	0.798041	0.7974460000000001	0.7967730000000001	0.7993049999999999	0.798896	0.801353	0.801271	0.7992159999999999	0.7979609999999999	0.789044	0.788663	0.787893	0.790072	0.796537	0.7855200000000001	0.798338	0.789423	0.7881520000000001	0.7936799999999999	0.778048	0.952531	0.7969459999999999	0.797262	0.784471	0.787026	0.7877209999999999	0.785057	0.785458	0.7978449999999999	0.7968930000000001	0.795998	0.792073	0.795643	0.7880410000000001	0.78475	0.788269	0.7768989999999999
HIMB140	0.826393	0.948366	0.799351	1.0	0.7915099999999999	0.823394	0.795265	0.8192119999999999	0.796293	0.7970529999999999	0.949722	0.79049	0.7935519999999999	0.816084	0.820917	0.799089	0.9436589999999999	0.9456100000000001	0.950061	0.947818	0.9487749999999999	0.9469150000000001	0.9481829999999999	0.7986759999999999	0.944079	0.950718	0.9433549999999999	0.949294	0.947825	0.7960769999999999	0.9503480000000001	0.946762	0.798518	0.949871	0.801512	0.946626	0.946349	0.9461029999999999	0.7947310000000001	0.941829	0.950754	0.9470999999999999	0.94903	0.947106	0.9496389999999999	0.911579	0.9509380000000001	0.947109	0.946883	0.9486910000000001	0.9414279999999999	0.9394110000000001	0.946163	0.9471210000000001	0.9108419999999999	0.946844	0.9480970000000001	0.9491299999999999	0.9466459999999999	0.9482210000000001	0.9497329999999999	0.947658	0.948908	0.9470740000000001	0.7920619999999999	0.792887	0.790942	0.79137	0.820128	0.79011	0.945812	0.7908369999999999	0.792127	0.822187	0.779209	0.7979430000000001	0.7963809999999999	0.829148	0.791464	0.7889929999999999	0.787901	0.789606	0.7878390000000001	0.804251	0.807666	0.8057070000000001	0.808712	0.8051990000000001	0.786909	0.788336	0.793799	0.782598
HIMB1402	0.7918729999999999	0.7911579999999999	0.788899	0.79194	1.0	0.7920159999999999	0.788453	0.791037	0.7872150000000001	0.7900440000000001	0.7911889999999999	0.810293	0.940565	0.789748	0.789777	0.817916	0.791649	0.7935080000000001	0.7931870000000001	0.7921689999999999	0.7937949999999999	0.794362	0.795462	0.786983	0.793801	0.791632	0.790941	0.7954340000000001	0.793563	0.79033	0.794255	0.791631	0.7892	0.794156	0.788618	0.792006	0.792141	0.793204	0.790107	0.792581	0.7932760000000001	0.792398	0.7937829999999999	0.7923220000000001	0.7909959999999999	0.794842	0.7930800000000001	0.792021	0.792055	0.791375	0.7943819999999999	0.791929	0.791438	0.791925	0.792946	0.791438	0.7926430000000001	0.790811	0.7947069999999999	0.79191	0.7918949999999999	0.791356	0.792958	0.7951590000000001	0.944414	0.944233	0.807862	0.940418	0.788167	0.9391419999999999	0.793534	0.941707	0.804782	0.791486	0.7792650000000001	0.786737	0.7901309999999999	0.791393	0.7820969999999999	0.782867	0.7831579999999999	0.782367	0.782627	0.791009	0.7906749999999999	0.790861	0.789399	0.7905549999999999	0.782995	0.782123	0.809085	0.782655
HIMB1409	0.910628	0.8225950000000001	0.7969499999999999	0.8224290000000001	0.793031	1.0	0.791163	0.9386579999999999	0.790469	0.790313	0.8244419999999999	0.787992	0.790175	0.9131659999999999	0.913996	0.797905	0.8237439999999999	0.822983	0.8247960000000001	0.8252700000000001	0.823282	0.822069	0.822856	0.793922	0.8231499999999999	0.822227	0.8220489999999999	0.823802	0.8222750000000001	0.791374	0.8232769999999999	0.82294	0.7962269999999999	0.822209	0.7960680000000001	0.822972	0.824973	0.823664	0.7922969999999999	0.8224250000000001	0.822258	0.823013	0.823162	0.822733	0.823699	0.8259799999999999	0.822344	0.822863	0.824123	0.822543	0.820458	0.822576	0.8216979999999999	0.823213	0.8250660000000001	0.822993	0.8240649999999999	0.8219110000000001	0.823103	0.824309	0.8236199999999999	0.822884	0.8231040000000001	0.822497	0.7945399999999999	0.791292	0.79021	0.793516	0.919369	0.786436	0.824422	0.793604	0.7896559999999999	0.925227	0.7807609999999999	0.7931900000000001	0.7909539999999999	0.9023739999999999	0.787886	0.7879640000000001	0.787782	0.78622	0.787552	0.8095279999999999	0.807513	0.806785	0.809854	0.8074420000000001	0.786314	0.788894	0.791756	0.784047
HIMB1412	0.7954389999999999	0.7952039999999999	0.7964289999999999	0.797906	0.789249	0.790821	1.0	0.7915179999999999	0.858052	0.865241	0.7931199999999999	0.788596	0.789169	0.7915800000000001	0.7921630000000001	0.79443	0.795111	0.795509	0.7946550000000001	0.794504	0.79334	0.7938160000000001	0.795419	0.7957850000000001	0.795971	0.7960039999999999	0.79601	0.7949670000000001	0.7942619999999999	0.8475490000000001	0.794972	0.796021	0.796087	0.795416	0.796686	0.795269	0.795096	0.7946880000000001	0.851242	0.794764	0.795877	0.7939409999999999	0.7957420000000001	0.794722	0.7931860000000001	0.796212	0.7964230000000001	0.795418	0.79586	0.7950400000000001	0.796306	0.79486	0.796766	0.796912	0.795734	0.797597	0.7968160000000001	0.795133	0.795812	0.796234	0.7928069999999999	0.794675	0.7945650000000001	0.797355	0.7910280000000001	0.789677	0.7892180000000001	0.792901	0.792705	0.789034	0.7970269999999999	0.790211	0.789568	0.790922	0.7792140000000001	0.794948	0.844683	0.794946	0.78468	0.785459	0.7860550000000001	0.786416	0.7860779999999999	0.7916160000000001	0.7892170000000001	0.791472	0.792823	0.790266	0.784643	0.784659	0.7907949999999999	0.784201
HIMB1413	0.904308	0.821221	0.795337	0.8209010000000001	0.790812	0.938678	0.789595	1.0	0.7906770000000001	0.789984	0.81927	0.788164	0.789952	0.912977	0.91078	0.796062	0.8240139999999999	0.819931	0.820958	0.8217059999999999	0.819544	0.8188540000000001	0.8197639999999999	0.7940470000000001	0.8229470000000001	0.8208190000000001	0.818638	0.819468	0.8209040000000001	0.79137	0.821399	0.819952	0.794012	0.819799	0.795283	0.8188200000000001	0.820359	0.8204730000000001	0.789722	0.8165680000000001	0.820251	0.820531	0.820974	0.8209780000000001	0.81955	0.820394	0.821027	0.821057	0.819256	0.8190519999999999	0.819383	0.821712	0.820121	0.8212569999999999	0.8211499999999999	0.8198430000000001	0.820154	0.8220000000000001	0.8204739999999999	0.8201430000000001	0.820133	0.819791	0.81971	0.818126	0.7898000000000001	0.7893330000000001	0.791827	0.789667	0.9181149999999999	0.7874880000000001	0.8193429999999999	0.7908369999999999	0.788649	0.918138	0.7776569999999999	0.793329	0.789122	0.899004	0.7888580000000001	0.7878959999999999	0.7893290000000001	0.78759	0.788068	0.809243	0.8095600000000001	0.810107	0.807933	0.804826	0.785411	0.78708	0.79149	0.781765
HIMB1420	0.7921819999999999	0.795841	0.793924	0.797664	0.7884749999999999	0.787405	0.8568770000000001	0.789863	1.0	0.891874	0.796527	0.791056	0.788365	0.7898510000000001	0.792188	0.795621	0.797379	0.7968890000000001	0.798049	0.7955880000000001	0.7983490000000001	0.7954859999999999	0.797149	0.793884	0.795997	0.7969240000000001	0.798767	0.7967759999999999	0.79809	0.8858410000000001	0.795963	0.797714	0.7956749999999999	0.793997	0.7965409999999999	0.7979259999999999	0.7970619999999999	0.799045	0.887482	0.794783	0.79731	0.7973699999999999	0.796247	0.798297	0.796391	0.796285	0.798856	0.7977589999999999	0.7976390000000001	0.7951229999999999	0.798402	0.794868	0.796006	0.7964199999999999	0.795662	0.797004	0.798727	0.7957989999999999	0.795944	0.7983530000000001	0.796448	0.793798	0.796447	0.796712	0.7882899999999999	0.790623	0.787978	0.7911490000000001	0.790509	0.787654	0.7978959999999999	0.7885800000000001	0.788935	0.788745	0.778763	0.794012	0.8882410000000001	0.792155	0.7857930000000001	0.787511	0.789712	0.787623	0.788219	0.7885989999999999	0.790642	0.792307	0.788655	0.78968	0.7810980000000001	0.7845740000000001	0.790067	0.780858
HIMB1427	0.791138	0.796786	0.7950449999999999	0.794951	0.7887139999999999	0.788567	0.864372	0.788986	0.89276	1.0	0.7987479999999999	0.7857999999999999	0.790778	0.788283	0.790433	0.7975	0.7959510000000001	0.7967359999999999	0.796142	0.794908	0.794117	0.794078	0.794951	0.7945650000000001	0.7945	0.79696	0.798454	0.797233	0.7954680000000001	0.928399	0.7974030000000001	0.795187	0.797977	0.7957420000000001	0.795577	0.7962690000000001	0.795495	0.796127	0.927102	0.796665	0.7981969999999999	0.796482	0.7959390000000001	0.796762	0.7984739999999999	0.7946139999999999	0.797511	0.7967730000000001	0.7956740000000001	0.797569	0.7956409999999999	0.796032	0.795611	0.795624	0.7943399999999999	0.7952379999999999	0.7975270000000001	0.7959149999999999	0.7959010000000001	0.7955570000000001	0.797598	0.797309	0.794443	0.794113	0.787012	0.791049	0.791026	0.7904370000000001	0.789408	0.788489	0.79866	0.789556	0.785969	0.790308	0.783165	0.7957380000000001	0.9248869999999999	0.792266	0.789648	0.78916	0.788331	0.789003	0.787886	0.792228	0.791052	0.789841	0.792551	0.789213	0.7852899999999999	0.7869029999999999	0.790073	0.780301
